Long,Lat,Location,Climate ID,Province,Temp,Snow,Precip,year
-120.333,49.673,JELLICOE,1123721,BC,-3.2,26.0,32.2,2014
-121.582,50.224,LYTTON A,1114738,BC,1.5,,32.6,2014
-120.022,49.369,HEDLEY NP MINE,1123390,BC,-1.0,64.4,64.4,2014
-121.934,50.684,LILLOOET,1114619,BC,0.7,,31.0,2014
-122.947,50.068,WHISTLER ROUNDHOUSE,1108906,BC,-0.7,130.1,130.1,2014
-121.493,49.37,HOPE AIRPORT,1113543,BC,4.2,,231.3,2014
-121.498,49.368,HOPE A,1113542,BC,4.1,,210.8,2014
-122.967,49.438,N VAN SEYMOUR HATCHERY,110N666,BC,3.1,1.5,150.5,2014
-122.784,49.018,WHITE ROCK CAMPBELL SCIENTIFIC,1108910,BC,5.3,,92.2,2014
-119.378,49.957,KELOWNA,1123939,BC,-0.7,,19.4,2014
-123.193,49.347,WEST VANCOUVER AUT,1108824,BC,5.0,,149.2,2014
-121.233,49.267,HOPE SLIDE,1113581,BC,0.2,41.0,152.4,2014
-119.573,49.842,KELOWNA QUAILS GATE,1123993,BC,0.6,7.0,15.2,2014
-119.717,49.783,PEACHLAND,1126070,BC,1.1,9.0,16.8,2014
-119.4,49.95,KELOWNA MWS0,11239R0,BC,0.0,17.2,21.6,2014
-120.51,49.465,PRINCETON CS,112FN0M,BC,-3.3,,20.4,2014
-119.649,49.563,SUMMERLAND CS,112G8L1,BC,-0.3,,17.8,2014
-119.415,50.037,WINFIELD,1128958,BC,0.0,11.4,18.2,2014
-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-6.3,93.0,93.0,2014
-119.27,50.344,VERNON NORTH,1128583,BC,-0.8,30.0,35.4,2014
-119.194,50.223,VERNON AUTO,1128582,BC,-1.4,,25.0,2014
-119.4,49.941,KELOWNA UBCO,1123996,BC,-0.1,,16.2,2014
-119.309,50.264,VERNON BELLA VISTA,1128553,BC,0.0,11.4,21.2,2014
-119.602,49.463,PENTICTON A,1126146,BC,0.2,17.6,18.2,2014
-119.441,49.028,OSOYOOS CS,1125852,BC,0.4,,12.3,2014
-119.544,49.179,OLIVER STP,1125766,BC,0.9,5.0,8.5,2014
-119.444,50.056,OKANAGAN CENTRE,1125700,BC,1.1,9.0,24.0,2014
-120.801,50.114,MERRITT STP,1125079,BC,-0.8,3.2,19.0,2014
-120.778,50.113,MERRITT,1125073,BC,-1.5,,,2014
-120.513,49.468,PRINCETON A,1126510,BC,-2.4,23.0,22.2,2014
-123.184,49.195,VANCOUVER INTL A,1108395,BC,4.3,0.0,142.2,2014
-122.506,53.027,QUESNEL AIRPORT AUTO,1096631,BC,-3.9,,39.9,2014
-122.11,49.113,SUMAS CANAL,1107785,BC,6.0,0.0,153.8,2014
-123.111,50.144,CALLAGHAN VALLEY,1101300,BC,1.0,,103.6,2014
-122.918,49.278,BURNABY SIMON FRASER U,1101158,BC,5.2,0.0,227.2,2014
-122.936,50.102,BLACKCOMB BASE SLIDING CENTER,1100881,BC,0.7,,65.8,2014
-122.955,50.129,WHISTLER - NESTERS,1100875,BC,0.1,,73.6,2014
-121.76,49.243,AGASSIZ CDA,1100120,BC,6.2,0.0,169.2,2014
-121.76,49.243,AGASSIZ RCS,1100119,BC,5.9,,153.4,2014
-121.925,49.172,CHILLIWACK,1101530,BC,5.7,0.0,133.3,2014
-122.36,49.025,ABBOTSFORD A,1100031,BC,4.3,0.0,137.9,2014
-122.489,52.541,CASTLE ROCK 6 NORTH,109A4NG,BC,-3.6,19.8,28.4,2014
-124.017,54.033,VANDERHOOF,1098D90,BC,-4.2,32.8,62.6,2014
-122.054,52.183,WILLIAMS LAKE A,1098941,BC,-4.9,31.2,26.4,2014
-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-6.0,38.5,60.3,2014
-122.51,53.026,QUESNEL,1096629,BC,-3.7,,45.9,2014
-118.773,49.0,MIDWAY,1135126,BC,-3.3,24.5,25.7,2014
-121.404,51.705,108 MILE HOUSE ABEL LAKE,109E7R6,BC,-4.4,21.0,21.0,2014
-123.187,49.183,VANCOUVER SEA ISLAND CCG,1108380,BC,4.5,,95.3,2014
-122.698,49.109,CLOVERDALE EAST,1101708,BC,4.4,0.0,14.0,2014
-121.7,49.083,CHILLIWACK R HATCHERY,1101N65,BC,3.3,0.0,139.5,2014
-123.303,49.106,SANDHEADS CS,1107010,BC,5.5,,,2014
-123.093,49.171,RICHMOND NATURE PARK,1106PF7,BC,4.3,0.0,88.8,2014
-123.087,49.179,RICHMOND DALLYN 2,1106764,BC,,0.0,151.8,2014
-123.265,49.33,POINT ATKINSON,1106200,BC,5.7,,65.6,2014
-122.69,49.208,PITT MEADOWS CS,1106178,BC,3.9,,168.3,2014
-123.119,49.314,N VANCOUVER WHARVES,1105669,BC,,0.0,184.4,2014
-122.866,49.269,COQUITLAM COMO LAKE AVE,1101889,BC,,0.0,192.9,2014
-123.078,49.381,N VANC GROUSE MTN RESORT,1105658,BC,3.4,20.0,50.6,2014
-122.271,49.153,MISSION WEST ABBEY,1105192,BC,4.5,0.0,175.4,2014
-121.58,49.357,LAIDLAW,1104488,BC,4.4,0.0,227.0,2014
-122.573,49.264,HANEY UBC RF ADMIN,1103332,BC,3.6,0.0,196.4,2014
-122.551,49.144,FORT LANGLEY TELEGRAPH TRAIL,1102912,BC,4.2,0.0,163.6,2014
-123.093,49.011,DELTA TSAWWASSEN BEACH,1102425,BC,5.5,0.0,108.8,2014
-123.002,49.126,DELTA BURNS BOG,1102415,BC,3.9,,109.8,2014
-123.078,49.182,RICHMOND OPERATIONS CENTRE,1105210,BC,,,118.7,2014
-117.633,49.296,CASTLEGAR A,1141455,BC,0.0,31.6,42.5,2014
-130.026,58.426,DEASE LAKE (AUT),119BLM0,BC,-8.5,,22.2,2014
-116.518,49.097,CRESTON,1142160,BC,0.1,35.0,62.0,2014
-118.176,50.958,REVELSTOKE AIRPORT AUTO,1176755,BC,-1.4,,55.4,2014
-118.224,51.012,REVELSTOKE COLUMBIA PARK,1176754,BC,,25.0,25.0,2014
-118.183,50.967,REVELSTOKE A,1176745,BC,-1.6,,47.9,2014
-118.585,52.053,MICA DAM,1175122,BC,-2.8,136.4,143.4,2014
-118.425,51.63,GOLDSTREAM RIVER,1173242,BC,-3.4,86.5,88.5,2014
-116.982,51.299,GOLDEN A,1173210,BC,-6.4,42.9,37.6,2014
-116.345,51.443,YOHO PARK,11790J1,BC,-8.4,,0.0,2014
-117.516,51.301,GLACIER NP ROGERS PASS,1173191,BC,-6.9,165.0,165.0,2014
-119.882,50.887,SUN PEAKS LOWER,116Q20D,BC,-0.3,0.0,0.0,2014
-119.291,50.703,SALMON ARM CS,116FRMN,BC,-0.5,,35.4,2014
-120.2,50.6,KAMLOOPS PRATT ROAD,116C8P0,BC,-2.0,7.8,10.0,2014
-119.778,51.576,VAVENBY,1168520,BC,-3.5,31.2,34.4,2014
-119.911,50.903,SUN PEAKS MOUNTAIN,1168204,BC,-2.1,0.0,0.0,2014
-119.35,50.545,SILVER CREEK,1167337,BC,-1.1,26.4,38.0,2014
-119.918,50.902,SUN PEAKS UPPER,116QK0M,BC,-5.3,41.0,41.0,2014
-119.234,50.686,SALMON ARM A,1166R45,BC,-1.4,63.5,64.5,2014
-117.701,51.236,GLACIER NP MT FIDELITY,117CA90,BC,-6.5,219.0,219.0,2014
-121.017,56.298,CHARLIE LAKE,11814FR,BC,-7.8,11.0,11.0,2014
-136.367,59.45,PLEASANT CAMP,1206197,BC,-4.8,103.7,165.7,2014
-133.7,59.567,ATLIN,1200560,BC,-3.5,15.8,16.5,2014
-122.768,53.88,PRINCE GEORGE STP,1096468,BC,-2.2,31.2,45.2,2014
-125.767,58.93,MUNCHO LAKE,1195250,BC,-6.9,31.0,31.0,2014
-122.573,58.841,FORT NELSON UA,1192950,BC,-11.9,25.3,25.3,2014
-122.597,58.836,FORT NELSON A,1192946,BC,-14.4,17.8,18.4,2014
-116.337,51.356,YOHO NP OHARA LAKE,117R00H,BC,-18.3,0.0,0.0,2014
-130.031,58.422,DEASE LAKE A,1192341,BC,-8.8,,20.5,2014
-122.718,57.25,SIKANNI CHIEF,1187335,BC,-5.9,15.2,15.2,2014
-123.138,55.305,MACKENZIE AIRPORT AUTO,1184793,BC,-4.9,,61.2,2014
-123.133,55.299,MACKENZIE,1184791,BC,-5.0,,34.6,2014
-120.74,56.238,FORT ST. JOHN A,1183001,BC,-7.2,25.3,23.4,2014
-120.183,55.742,DAWSON CREEK A,1182289,BC,-6.5,,6.0,2014
-121.627,55.687,CHETWYND A,1181508,BC,-2.4,17.9,10.3,2014
-120.688,56.167,TAYLOR FLATS,1188020,BC,,11.0,11.0,2014
-117.774,49.343,CASTLEGAR BCHPA DAM,1141457,BC,-0.4,15.0,44.2,2014
-120.8,50.935,RED LAKE,1166658,BC,-4.3,27.5,28.0,2014
-120.442,50.702,KAMLOOPS AUT,1163842,BC,-1.0,,7.8,2014
-115.789,49.618,CRANBROOK AIRPORT AUTO,1152106,BC,-4.8,,26.2,2014
-115.782,49.612,CRANBROOK A,1152105,BC,-5.2,18.4,26.8,2014
-115.221,49.226,BAYNES LAKE KOOTENAY RIVER,1150690,BC,-4.9,11.2,11.2,2014
-117.399,49.512,NELSON RIXEN CREEK,114EMDM,BC,-1.6,63.6,74.2,2014
-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,-0.2,,32.9,2014
-117.739,49.112,WARFIELD RCS,1148705,BC,,,34.2,2014
-115.072,49.489,FERNIE,1152850,BC,-4.0,30.0,91.5,2014
-117.305,49.491,NELSON CS,1145M29,BC,0.4,,49.2,2014
-117.206,49.586,NELSON NE,1145442,BC,0.9,36.4,75.6,2014
-117.817,50.269,NAKUSP CS,1145297,BC,-0.3,,67.3,2014
-116.458,49.032,LISTER,1144635,BC,-0.4,28.5,49.7,2014
-116.915,49.914,KASLO,1143900,BC,-0.9,36.0,85.0,2014
-118.068,49.872,FAUQUIER,1142820,BC,-0.3,30.6,59.6,2014
-116.971,50.239,DUNCAN LAKE DAM,1142574,BC,-1.5,26.0,76.5,2014
-117.37,49.996,NEW DENVER,1145460,BC,0.0,46.6,89.7,2014
-121.217,51.681,100 MILE HOUSE 6NE,1165793,BC,-5.4,29.6,32.4,2014
-114.855,50.149,FORDING RIVER COMINCO,1152899,BC,-9.4,47.5,47.5,2014
-115.962,49.631,KIMBERLEY PCC,1154203,BC,-4.0,21.2,21.2,2014
-120.449,50.703,KAMLOOPS A,1163781,BC,-1.3,8.8,8.8,2014
-120.183,51.297,DARFIELD,1162265,BC,-2.8,21.0,28.6,2014
-120.728,51.03,CRISS CREEK,1162177,BC,-6.2,26.4,26.4,2014
-121.685,51.266,CLINTON A,1161662,BC,-5.9,,4.6,2014
-121.505,51.145,CLINTON (AUT),1161661,BC,-5.0,,11.0,2014
-121.083,51.708,BUFFALO LAKE,1161104,BC,-6.1,24.2,27.0,2014
-115.461,49.524,FT STEELE DANDY CRK,1153034,BC,-6.0,30.0,30.0,2014
-119.29,52.129,BLUE RIVER CS,1160H99,BC,-5.4,,,2014
-121.281,50.708,ASHCROFT,1160515,BC,-1.1,,,2014
-115.631,49.824,WASA,1158730,BC,-4.2,21.2,33.4,2014
-115.46,49.473,WARDNER KTNY HATCHERY,1158692,BC,-3.0,16.5,31.9,2014
-114.884,49.745,SPARWOOD CS,1157631,BC,-5.1,,0.0,2014
-114.883,49.745,SPARWOOD,1157630,BC,-4.9,39.0,37.4,2014
-116.061,50.631,KOOTENAY NP WEST GATE,1154410,BC,-5.3,14.8,24.8,2014
-119.29,52.129,BLUE RIVER A,1160899,BC,-4.7,129.4,124.2,2014
-122.672,53.889,PRINCE GEORGE AIRPORT AUTO,1096453,BC,-4.2,,50.5,2014
-118.228,49.017,BILLINGS,1140876,BC,-1.9,22.8,28.0,2014
-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-3.9,43.1,43.1,2014
-124.617,49.394,QUALICUM R FISH RESEARCH,1026565,BC,4.3,0.0,112.4,2014
-124.394,49.337,QUALICUM BEACH AIRPORT,1026562,BC,4.0,,63.1,2014
-127.367,50.681,PORT HARDY A,1026271,BC,4.6,0.0,165.0,2014
-127.728,50.976,PINE ISLAND,1026170,BC,6.8,0.0,271.8,2014
-123.988,49.199,NANAIMO CITY YARD,10253G0,BC,,0.0,110.5,2014
-123.87,49.054,NANAIMO A,1025370,BC,3.7,0.0,110.5,2014
-125.304,50.016,QUINSAM RIVER HATCHERY,1026639,BC,3.2,0.0,111.4,2014
-125.606,49.576,MYRA CREEK,1025254,BC,1.5,0.0,170.2,2014
-124.512,49.353,LITTLE QUALICUM HATCHERY,1024638,BC,4.0,0.0,102.1,2014
-125.203,50.099,HERIOT BAY SE,1023462,BC,3.9,0.0,113.4,2014
-123.734,49.154,GABRIOLA ISLAND,1023042,BC,4.7,0.0,57.5,2014
-125.993,50.453,FANNY ISLAND,1022795,BC,5.2,,24.2,2014
-123.811,49.209,ENTRANCE ISLAND,1022689,BC,5.7,,60.2,2014
-125.033,49.686,COURTENAY PUNTLEDGE,1021989,BC,3.3,0.0,88.3,2014
-124.794,49.471,MUD BAY,1025240,BC,3.5,0.0,126.4,2014
-124.999,49.763,COURTENAY GRANTHAM,1021988,BC,3.4,0.0,95.4,2014
-124.435,49.487,SISTERS ISLAND,1027403,BC,5.9,,,2014
-124.982,49.337,ALBERNI ROBERTSON CREEK,1030230,BC,3.0,0.0,140.1,2014
-128.033,50.441,QUATSINO LIGHTSTATION,1036572,BC,7.3,0.0,146.4,2014
-127.654,50.534,QUATSINO,1036570,BC,5.5,0.0,96.4,2014
-127.455,50.386,PORT ALICE,1036240,BC,5.8,0.0,185.4,2014
-124.752,49.202,PORT ALBERNI COX LAKE,1036208,BC,4.3,0.0,69.8,2014
-125.097,48.723,PACHENA POINT,1035940,BC,6.0,0.0,209.4,2014
-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,6.0,0.0,275.6,2014
-123.809,49.209,ENTRANCE ISLAND,102BFHH,BC,5.8,0.0,91.7,2014
-125.923,49.111,LENNARD ISLAND,1034600,BC,6.4,0.0,217.8,2014
-126.543,49.383,ESTEVAN POINT CS,1032731,BC,6.1,,,2014
-126.551,49.384,ESTEVAN POINT,1032730,BC,6.0,0.0,233.0,2014
-126.418,49.8,CONUMA RIVER HATCHERY,1031844,BC,,0.0,246.7,2014
-124.751,48.612,CARMANAH POINT,1031402,BC,,0.0,199.8,2014
-128.427,50.782,CAPE SCOTT,1031353,BC,7.0,0.0,183.0,2014
-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,6.8,0.0,225.8,2014
-126.055,49.779,GOLD RIVER TOWNSITE,1033232,BC,3.8,0.0,195.0,2014
-124.927,49.317,PORT ALBERNI (AUT),1036B06,BC,3.1,,99.0,2014
-124.949,50.071,CORTES ISLAND TIBER BAY,1021960,BC,3.8,0.0,81.5,2014
-124.683,49.472,CHROME ISLAND,1021500,BC,4.8,0.0,113.0,2014
-124.326,48.592,PORT RENFREW,1016335,BC,4.4,0.0,318.8,2014
-123.287,48.764,NORTH PENDER ISLAND,1015638,BC,5.6,0.0,89.0,2014
-123.719,48.824,NORTH COWICHAN,1015630,BC,5.0,,81.5,2014
-123.718,48.824,NORTH COWICHAN,1015628,BC,,0.0,49.6,2014
-123.561,48.374,METCHOSIN,1015105,BC,,0.0,135.4,2014
-123.53,48.575,MALAHAT,1014820,BC,4.3,,147.2,2014
-123.531,48.298,RACE ROCKS,1016640,BC,6.5,,,2014
-123.573,48.985,GALIANO NORTH,10130MN,BC,5.4,0.0,102.6,2014
-123.439,48.432,ESQUIMALT HARBOUR,1012710,BC,6.2,,,2014
-123.728,48.735,DUNCAN KELVIN CREEK,1012573,BC,4.5,0.0,164.4,2014
-123.225,48.424,DISCOVERY ISLAND,1012475,BC,,,,2014
-124.052,48.829,LAKE COWICHAN,1012055,BC,4.4,0.0,185.6,2014
-123.742,48.935,CHEMAINUS,1011500,BC,5.0,0.0,137.4,2014
-122.678,53.884,PRINCE GEORGE,1096439,BC,-4.2,,47.9,2014
-123.498,48.872,GANGES MANSELL RD,1013051,BC,4.2,0.0,104.4,2014
-124.9,49.717,COMOX A,1021830,BC,3.9,0.0,79.6,2014
-123.419,48.622,SAANICHTON CDA,1016940,BC,5.0,0.0,107.3,2014
-123.427,48.598,SAANICHTON MT NEWTON,1016RM0,BC,,0.0,68.2,2014
-125.195,49.998,CAPE MUDGE,1021330,BC,4.4,0.0,82.6,2014
-125.208,49.945,CAMPBELL RIVER SURFSIDE,1021266,BC,,0.0,95.6,2014
-125.273,49.952,CAMPBELL RIVER A,1021261,BC,2.6,0.0,94.4,2014
-124.16,49.35,BALLENAS ISLAND,1020590,BC,5.6,,59.6,2014
-123.426,48.647,VICTORIA INTL A,1018621,BC,4.9,0.0,114.6,2014
-123.501,48.538,VICTORIA HIGHLANDS NORTH,1018618,BC,4.4,0.0,155.6,2014
-123.546,48.888,SALTSPRING ST MARY'S L,1016995,BC,5.0,0.0,97.8,2014
-123.325,48.413,VICTORIA GONZALES CS,1018611,BC,5.9,,67.4,2014
-123.305,48.457,VICTORIA UNIVERSITY CS,1018598,BC,5.7,,56.6,2014
-123.921,48.377,SHERINGHAM POINT,1017254,BC,6.2,,138.6,2014
-123.626,48.647,SHAWNIGAN LAKE,1017230,BC,4.3,0.0,153.0,2014
-123.045,48.784,SATURNA ISLAND CS,1017101,BC,6.1,,73.8,2014
-123.128,48.775,SATURNA CAPMON CS,1017099,BC,4.7,,80.3,2014
-123.128,48.775,SATURNA CAPMON,1017098,BC,4.8,0.0,91.4,2014
-123.443,48.476,VICTORIA FRANCIS PARK,1018605,BC,,0.0,123.2,2014
-128.908,50.821,SARTINE ISLAND (AUT),1037090,BC,6.6,,67.2,2014
-124.133,48.824,COWICHAN LAKE FORESTRY,1012040,BC,4.3,0.0,209.1,2014
-127.94,50.112,SOLANDER ISLAND (AUT),1037553,BC,7.0,,62.8,2014
-128.682,54.044,KITIMAT HATCHERY,106D289,BC,2.5,11.0,162.9,2014
-130.88,54.295,TRIPLE ISLAND,1068250,BC,6.4,0.0,63.2,2014
-128.578,54.469,TERRACE A,1068134,BC,0.8,36.8,89.5,2014
-128.625,54.502,TERRACE PCC,1068131,BC,1.5,18.2,84.6,2014
-129.985,55.936,STEWART A,1067742,BC,0.6,60.0,175.5,2014
-130.29,54.32,PRINCE RUPERT MONT CIRC,1066488,BC,,0.0,238.4,2014
-126.668,54.396,HOUSTON,1073615,BC,-2.2,16.0,16.0,2014
-130.445,54.286,PRINCE RUPERT,1066482,BC,5.4,,106.0,2014
-128.705,54.01,KITIMAT 2,1064321,BC,2.9,2.0,206.7,2014
-128.634,54.054,KITIMAT TOWNSITE,1064320,BC,2.9,5.0,129.2,2014
-128.407,52.27,IVORY ISLAND,1063690,BC,5.7,0.0,210.0,2014
-130.361,54.172,HOLLAND ROCK,1063496,BC,6.5,,,2014
-127.632,50.94,HERBERT ISLAND (AUT),1063461,BC,6.8,,126.6,2014
-130.698,54.58,GREY ISLET (AUT),1063303,BC,5.6,,76.4,2014
-130.609,54.296,LUCY ISLAND LIGHTSTATION,1064728,BC,6.2,,,2014
-130.708,54.569,GREEN ISLAND,1063298,BC,5.7,0.0,90.6,2014
-129.03,55.238,NASS CAMP,1075384,BC,-0.2,32.4,90.0,2014
-127.183,54.825,SMITHERS A,1077500,BC,-3.0,26.4,47.4,2014
-121.364,52.363,HORSEFLY LAKE GRUHS LAKE,1093600,BC,-4.7,30.9,35.4,2014
-122.374,52.38,MCLEESE LAKE FRASERVIEW,1095015,BC,-3.0,14.5,22.5,2014
-122.699,53.531,HIXON,1093474,BC,-3.4,31.0,51.6,2014
-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-4.0,,46.9,2014
-124.286,54.455,FORT ST JAMES,1092970,BC,-3.9,30.0,31.4,2014
-120.7,53.6,CRESCENT SPUR,1092120,BC,-3.0,75.4,90.8,2014
-127.183,54.825,SMITHERS,1077499,BC,-3.6,,27.7,2014
-125.959,54.383,BURNS LAKE DECKER LAKE,1091174,BC,-5.6,,46.4,2014
-124.403,51.675,TATLAYOKO LAKE RCS,1088015,BC,-2.9,,24.3,2014
-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-7.9,,47.5,2014
-122.734,50.306,PEMBERTON AIRPORT CS,1086082,BC,-0.9,,72.9,2014
-125.997,53.772,OOTSA LAKESKINS LAKE CLIMATE,1085836,BC,-2.7,,28.2,2014
-127.171,55.289,SUSKWA VALLEY,107G879,BC,-3.4,32.8,43.5,2014
-127.189,54.824,SMITHERS AIRPORT AUTO,1077501,BC,-3.2,,37.2,2014
-121.515,53.069,BARKERVILLE,1090660,BC,-5.1,135.7,135.7,2014
-127.835,51.247,EGG ISLAND,1062646,BC,5.8,0.0,9.4,2014
-126.277,54.199,EQUITY SILVER,1072692,BC,-3.3,62.2,62.2,2014
-131.602,53.03,CUMSHEWA ISLAND,1062251,BC,6.7,,,2014
-123.161,49.783,SQUAMISH AIRPORT,10476F0,BC,3.5,,182.1,2014
-123.715,49.458,SECHELT AUT,1047172,BC,3.8,,72.6,2014
-124.497,49.835,POWELL RIVER,1046392,BC,3.4,,68.9,2014
-124.5,49.834,POWELL RIVER A,1046391,BC,3.6,0.0,88.0,2014
-123.496,49.526,PORT MELLON,1046332,BC,4.9,,224.3,2014
-124.032,49.634,PENDER HARBOUR,1046115,BC,,0.0,98.4,2014
-122.955,50.129,WHISTLER,1048898,BC,0.0,34.6,64.1,2014
-123.299,49.488,HOWE SOUND - PAM ROCKS,10459NN,BC,5.8,,38.2,2014
-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,5.2,0.0,128.8,2014
-123.42,49.365,BOWEN ISLAND BOWEN BAY,104090R,BC,,0.0,142.4,2014
-126.779,50.053,ZEBALLOS MURAUDE CREEK,1039035,BC,4.5,0.0,244.5,2014
-125.527,48.945,UCLUELET KENNEDY CAMP,1038332,BC,6.0,0.0,268.8,2014
-125.773,49.082,TOFINO A,1038205,BC,5.7,0.0,216.0,2014
-128.112,52.185,DRYAD POINT,1062544,BC,5.7,0.0,198.2,2014
-123.913,49.468,MERRY ISLAND LIGHTSTATION,1045100,BC,5.7,0.0,93.8,2014
-131.016,51.936,CAPE ST JAMES,1051351,BC,6.6,,157.1,2014
-126.654,49.932,TAHSIS VILLAGE NORTH,1037899,BC,5.3,0.0,200.9,2014
-133.058,54.255,LANGARA,1054500,BC,5.9,0.0,152.4,2014
-132.772,53.316,KINDAKUN ROCKS (AUT),1054222,BC,7.4,,73.0,2014
-130.639,53.493,BONILLA ISLAND (AUT),1060R0K,BC,6.9,,51.0,2014
-130.638,53.493,BONILLA ISLAND,1060902,BC,7.1,0.0,132.0,2014
-128.524,52.643,BOAT BLUFF,1060901,BC,5.9,1.6,367.6,2014
-126.596,52.388,BELLA COOLA A,1060841,BC,3.1,10.4,130.0,2014
-128.157,52.185,BELLA BELLA,1060815,BC,4.3,,250.4,2014
-127.864,51.604,ADDENBROKE ISLAND,1060080,BC,5.7,0.0,299.6,2014
-127.471,52.187,CATHEDRAL POINT (AUT),1061458,BC,5.4,,108.0,2014
-131.814,53.254,SANDSPIT,1057052,BC,5.6,,79.0,2014
-131.813,53.249,SANDSPIT AIRPORT AUTO,1057051,BC,5.7,,,2014
-131.813,53.254,SANDSPIT A,1057050,BC,5.5,0.0,105.8,2014
-131.661,54.159,ROSE SPIT (AUT),1056869,BC,5.6,,116.8,2014
-132.167,54.0,MASSET A,1054925,BC,5.7,0.1,101.3,2014
-133.058,54.255,LANGARA ISLAND RCS,1054503,BC,5.9,,206.4,2014
-132.299,53.764,SEWALL MASSET INLET,105PA91,BC,5.4,0.0,105.8,2014
-120.069,49.364,HEDLEY N,1123370,BC,-1.6,48.0,50.2,2015
-121.582,50.224,LYTTON RCS,1114746,BC,0.3,,50.9,2015
-121.608,50.257,LYTTON 2,1114745,BC,,23.0,55.4,2015
-121.582,50.224,LYTTON A,1114738,BC,0.4,,0.0,2015
-123.122,49.295,VANCOUVER HARBOUR CS,1108446,BC,6.9,,215.0,2015
-121.934,50.684,LILLOOET,1114619,BC,-0.4,,25.8,2015
-122.967,49.438,N VAN SEYMOUR HATCHERY,110N666,BC,3.9,0.0,313.3,2015
-121.493,49.37,HOPE AIRPORT,1113543,BC,4.0,,141.6,2015
-121.498,49.368,HOPE A,1113542,BC,3.9,,150.5,2015
-122.784,49.018,WHITE ROCK CAMPBELL SCIENTIFIC,1108910,BC,6.4,,96.2,2015
-122.947,50.068,WHISTLER ROUNDHOUSE,1108906,BC,-0.6,93.0,165.0,2015
-123.193,49.347,WEST VANCOUVER AUT,1108824,BC,6.4,,242.3,2015
-120.022,49.369,HEDLEY NP MINE,1123390,BC,-0.4,66.3,66.3,2015
-121.233,49.267,HOPE SLIDE,1113581,BC,0.4,17.0,155.4,2015
-120.333,49.673,JELLICOE,1123721,BC,-3.1,67.0,71.2,2015
-119.441,49.028,OSOYOOS CS,1125852,BC,0.5,,23.7,2015
-119.4,49.941,KELOWNA UBCO,1123996,BC,-0.2,,43.8,2015
-123.184,49.195,VANCOUVER INTL A,1108395,BC,5.6,0.0,156.0,2015
-119.415,50.037,WINFIELD,1128958,BC,0.0,42.2,45.0,2015
-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-3.1,90.5,93.5,2015
-119.27,50.344,VERNON NORTH,1128583,BC,-0.6,87.0,88.6,2015
-119.194,50.223,VERNON AUTO,1128582,BC,-1.4,,78.9,2015
-119.31,50.264,VERNON BELLA VISTA,1128553,BC,-0.1,53.6,58.4,2015
-119.378,49.957,KELOWNA,1123939,BC,-0.5,,15.0,2015
-120.513,49.468,PRINCETON A,1126510,BC,-2.7,43.7,48.2,2015
-119.717,49.783,PEACHLAND,1126070,BC,1.4,59.0,66.8,2015
-119.545,49.179,OLIVER STP,1125766,BC,1.1,1.5,1.5,2015
-119.445,50.056,OKANAGAN CENTRE,1125700,BC,1.0,42.2,49.4,2015
-120.801,50.114,MERRITT STP,1125079,BC,-1.0,45.8,45.8,2015
-120.778,50.113,MERRITT,1125073,BC,-1.5,,,2015
-119.4,49.95,KELOWNA MWS0,11239R0,BC,-0.2,54.6,48.2,2015
-119.602,49.463,PENTICTON A,1126146,BC,0.9,33.6,58.8,2015
-123.187,49.183,VANCOUVER SEA ISLAND CCG,1108380,BC,5.8,,144.6,2015
-122.672,53.889,PRINCE GEORGE AIRPORT AUTO,1096453,BC,-4.4,,65.9,2015
-123.303,49.106,SANDHEADS CS,1107010,BC,6.4,,,2015
-122.768,53.88,PRINCE GEORGE STP,1096468,BC,-3.1,63.4,77.0,2015
-122.51,53.026,QUESNEL,1096629,BC,-3.7,,54.6,2015
-122.506,53.027,QUESNEL AIRPORT AUTO,1096631,BC,-3.5,,46.3,2015
-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-4.3,43.0,49.6,2015
-122.054,52.183,WILLIAMS LAKE A,1098941,BC,-4.4,44.8,52.2,2015
-124.017,54.033,VANDERHOOF,1098D90,BC,-5.6,47.2,66.8,2015
-121.263,51.623,108 MILE HOUSE ABEL LAKE,109E7R6,BC,-3.1,53.0,56.2,2015
-122.36,49.025,ABBOTSFORD A,1100031,BC,4.8,3.8,173.8,2015
-121.76,49.243,AGASSIZ RCS,1100119,BC,5.6,,198.3,2015
-121.76,49.243,AGASSIZ CDA,1100120,BC,6.1,12.0,206.2,2015
-122.955,50.129,WHISTLER - NESTERS,1100875,BC,0.1,,117.9,2015
-122.936,50.102,BLACKCOMB BASE SLIDING CENTER,1100881,BC,0.9,,107.8,2015
-122.918,49.278,BURNABY SIMON FRASER U,1101158,BC,6.7,0.0,108.9,2015
