Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-113.474,54.003,LEGAL AGCM,3013790,AB,-10.8,0.0,,5.7,0.0,-36.6,0.0,,,,31.5,4.0,,,7.0,,,,893.4,0.0,2022
-110.579,53.943,LINDBERGH AGDM,3013921,AB,-14.6,0.0,,6.5,0.0,-40.0,0.0,,,,26.0,0.0,,,10.0,,,,1011.8,0.0,2022
-110.073,53.309,LLOYDMINSTER,3013959,AB,-13.2,0.0,,4.4,0.0,-36.4,0.0,,,,28.7,0.0,,,4.0,,,,966.4,0.0,2022
-110.073,53.309,LLOYDMINSTER A,3013961,AB,-13.1,0.0,1.1,4.0,0.0,-36.0,0.0,41.0,0.0,241.0,39.8,0.0,253.0,30.0,9.0,,,,964.4,0.0,2022
-111.255,53.456,MANNVILLE AGCM,3014195,AB,-12.5,0.0,,6.1,0.0,-36.3,0.0,,,,23.7,0.0,,,8.0,,,,944.6,0.0,2022
-110.55,52.017,MONITOR,3014600,AB,,,,,,,,20.0,0.0,110.0,24.4,0.0,128.0,0.0,9.0,,,,,,2022
-112.3,53.567,MUNDARE AGDM,3014665,AB,-11.3,0.0,,5.6,0.0,-36.1,0.0,,,,23.8,0.0,,16.0,6.0,,,,907.2,0.0,2022
-111.114,53.72,MYRNAM AGCM,3014690,AB,-12.9,2.0,,5.9,2.0,-42.6,2.0,,,,23.9,2.0,,,9.0,,,,895.2,0.0,2022
-113.165,53.262,NEW SAREPTA AGCM,3014795,AB,-10.8,0.0,,7.1,0.0,-34.4,0.0,,,,17.0,0.0,,,6.0,,,,893.5,0.0,2022
-113.35,53.65,OLIVER AGDM,3014921,AB,-10.5,0.0,,6.8,0.0,-38.3,0.0,,,,,,,,,,,,883.7,0.0,2022
-112.879,53.995,RADWAY AGCM,3015346,AB,-11.8,0.0,,8.9,0.0,-39.3,0.0,,,,,,,,,,,,924.2,0.0,2022
-111.726,53.425,RANFURLY AUTO,3015401,AB,-11.8,0.0,,6.3,0.0,-36.6,0.0,,,,25.4,0.0,,15.0,8.0,,,,924.9,0.0,2022
-110.343,52.587,RIBSTONE SOUTH AGCM,3015480,AB,-12.0,0.0,,6.2,0.0,-36.4,0.0,,,,18.3,0.0,,,7.0,,,,930.1,0.0,2022
-110.102,53.019,RIVERCOURSE AGCM,3015501,AB,-13.1,0.0,,4.3,0.0,-35.6,0.0,,,,18.6,0.0,,,8.0,,,,965.4,0.0,2022
-114.912,52.421,ROCKY MTN HOUSE (AUT),3015523,AB,-8.9,0.0,,10.4,0.0,-35.4,0.0,,,,6.5,0.0,,10.0,3.0,,,,834.7,0.0,2022
-112.422,52.792,ROSALIND AGCM,3015600,AB,-10.9,0.0,,6.6,0.0,-36.3,0.0,,,,12.0,1.0,,,4.0,,,,894.5,0.0,2022
-111.453,54.282,ST. LINA AGCM,3015673,AB,-13.3,0.0,,6.9,0.0,-39.4,0.0,,,,18.8,4.0,,,10.0,,,,971.1,0.0,2022
-111.272,54.011,ST. PAUL AGCM,3015676,AB,-14.7,0.0,,4.7,0.0,-39.6,0.0,,,,24.2,0.0,,,8.0,,,,1013.5,0.0,2022
-110.755,51.59,SEDALIA AGCM,3015797,AB,-11.6,0.0,,5.4,0.0,-37.1,0.0,,,,6.2,0.0,,,2.0,,,,918.4,0.0,2022
-112.539,53.333,SHONTS AGCM,3015900,AB,-11.5,0.0,,6.0,0.0,-37.7,0.0,,,,18.0,0.0,,,7.0,,,,913.2,0.0,2022
-112.499,54.278,SMOKY LAKE AGDM,3016022,AB,-12.6,0.0,,4.6,0.0,-36.8,0.0,,,,31.5,0.0,,,9.0,,,,949.9,0.0,2022
-111.683,51.816,SPONDIN AGCM,3016070,AB,-11.2,0.0,,6.7,0.0,-35.4,0.0,,,,5.5,11.0,,,2.0,,,,903.8,0.0,2022
-112.596,52.347,STETTLER AGDM,3016124,AB,-10.2,0.0,,7.1,0.0,-34.2,0.0,,,,7.2,4.0,,,2.0,,,,873.1,0.0,2022
-113.895,53.217,THORSBY AGCM,3016441,AB,-9.8,0.0,,7.7,0.0,-34.5,0.0,,,,18.1,0.0,,,6.0,,,,863.2,0.0,2022
-114.718,53.439,TOMAHAWK AGDM,3016505,AB,-9.6,0.0,,9.5,0.0,-32.8,0.0,,,,18.9,3.0,,,4.0,,,,855.0,0.0,2022
-110.081,53.664,TULLIBY LAKE AGCM,3016593,AB,-15.3,0.0,,4.2,0.0,-40.5,0.0,,,,24.2,1.0,,,7.0,,,,1031.9,0.0,2022
-113.033,53.5,UNCAS,3016650,AB,,,,,,,,24.4,0.0,,31.8,0.0,,38.0,10.0,,,,,,2022
-111.678,53.625,TWO HILLS AGDM,3016655,AB,-12.3,0.0,,4.7,0.0,-36.7,0.0,,,,21.9,3.0,,,7.0,,,,939.4,0.0,2022
-110.882,53.344,VERMILION AGDM,3016802,AB,-12.7,0.0,,5.3,0.0,-37.4,0.0,,,,27.1,4.0,,,8.0,,,,952.6,0.0,2022
-111.732,53.182,VIKING AGCM,3016841,AB,-11.6,0.0,,5.1,0.0,-35.8,0.0,,,,19.2,2.0,,,7.0,,,,916.4,0.0,2022
-111.921,54.13,VILNA AGCM,3016852,AB,-13.3,0.0,,5.6,0.0,-39.8,0.0,,,,24.2,0.0,,,11.0,,,,969.5,0.0,2022
-112.098,53.505,VEGREVILLE,3016GF0,AB,-12.0,0.0,1.3,5.7,0.0,-37.1,0.0,,,,25.1,0.0,166.0,24.0,8.0,,,,929.8,0.0,2022
-113.444,52.98,WETASKIWIN AGCM,3017282,AB,-10.4,0.0,,7.4,0.0,-35.3,0.0,,,,16.6,5.0,,,5.0,,,,879.2,0.0,2022
-111.224,51.491,YOUNGSTOWN AGCM,3017705,AB,-10.9,0.0,,7.1,0.0,-35.8,0.0,,,,3.9,2.0,,,0.0,,,,896.1,0.0,2022
-114.108,53.547,EDMONTON STONY PLAIN CS,301A001,AB,-9.1,0.0,,8.5,0.0,-31.0,0.0,,,,25.2,0.0,,32.0,5.0,,,,840.5,0.0,2022
-110.206,51.67,ESTHER 1,301B460,AB,-11.5,0.0,,5.1,0.0,-36.0,0.0,,,,10.6,0.0,,13.0,5.0,,,,914.0,0.0,2022
-111.096,52.829,WAINWRIGHT CFB AIRFIELD 21,301S001,AB,-12.1,0.0,,5.7,0.0,-38.8,0.0,,,,22.2,0.0,,18.0,8.0,,,,931.9,0.0,2022
-113.821,54.308,PIBROCH AGCM,301X001,AB,-12.2,22.0,,3.5,22.0,-37.6,22.0,,,,12.1,22.0,,,3.0,,,,271.7,0.0,2022
-110.317,51.066,ACADIA VALLEY,3020035,AB,-10.6,0.0,,5.8,0.0,-36.2,0.0,,,,5.1,3.0,,,1.0,,,,885.7,0.0,2022
-111.006,50.81,ATLEE AGCM,3020405,AB,-9.0,0.0,,6.8,0.0,-34.2,0.0,,,,1.8,0.0,,,1.0,,,,838.4,0.0,2022
-113.357,51.379,BEISEKER AGCM,3020610,AB,-9.0,0.0,,8.7,0.0,-34.2,0.0,,,,1.8,0.0,,,1.0,,,,835.6,0.0,2022
-112.803,51.998,BIG VALLEY AGCM,3020679,AB,-9.6,0.0,,8.6,0.0,-33.1,0.0,,,,7.2,0.0,,,2.0,,,,855.9,0.0,2022
-110.686,50.798,BUFFALO AGCM,3020950,AB,-9.0,0.0,,7.5,0.0,-36.3,0.0,,,,2.9,1.0,,,0.0,,,,837.3,0.0,2022
-111.221,51.024,CABIN LAKE AGCM,3021000,AB,-10.9,0.0,,7.2,0.0,-37.2,0.0,,,,,,,,,,,,896.1,0.0,2022
-110.797,51.067,CAPPON,3021200,AB,-11.2,0.0,,7.1,0.0,-38.3,0.0,,,,3.9,3.0,,,0.0,,,,905.3,0.0,2022
-110.824,51.276,CEREAL AGCM,3021463,AB,-11.0,0.0,,6.4,0.0,-38.0,0.0,,,,3.9,2.0,,,0.0,,,,898.6,0.0,2022
-112.252,51.775,CRAIGMYLE AGCM,3021912,AB,-10.0,0.0,,5.9,0.0,-34.4,0.0,,,,4.7,1.0,,,2.0,,,,868.2,0.0,2022
-112.677,51.445,DRUMHELLER EAST,30221LG,AB,-10.5,0.0,,9.1,0.0,-35.0,0.0,,,,0.3,30.0,,,0.0,,,,884.3,0.0,2022
-112.097,51.053,FINNEGAN AGCM,3022650,AB,-10.0,0.0,,7.1,0.0,-37.1,0.0,,,,,,,,,,,,867.2,0.0,2022
-112.135,51.453,HAND HILLS AGCM,3022990,AB,-9.8,0.0,,6.0,0.0,-34.3,0.0,,,,3.4,3.0,,,0.0,,,,863.3,0.0,2022
-114.486,52.31,HESPERO AGCM,3023200,AB,-9.6,0.0,,11.0,0.0,-35.1,0.0,,,,2.7,0.0,,,0.0,,,,854.4,0.0,2022
-112.5,51.183,HUSSAR AGDM,3023402,AB,-8.7,0.0,,8.2,0.0,-32.9,0.0,,,,2.7,1.0,,,0.0,,,,827.5,0.0,2022
-110.359,51.913,KIRRIEMUIR AGCM,3023660,AB,-12.0,0.0,,4.3,0.0,-36.7,0.0,,,,12.8,2.0,,,6.0,,,,930.7,0.0,2022
-113.756,52.449,LACOMBE CDA 2,3023722,AB,-10.2,0.0,,8.6,0.0,-33.2,0.0,,,,4.6,0.0,,12.0,2.0,,,,872.9,0.0,2022
-114.473,52.553,LEEDALE AGDM,3023740,AB,-10.4,0.0,,9.0,0.0,-39.0,0.0,,,,4.5,1.0,,,1.0,,,,880.5,0.0,2022
-113.656,51.619,LINDEN AGCM,3023850,AB,-9.2,0.0,,8.5,0.0,-35.9,0.0,,,,2.2,1.0,,,0.0,,,,844.4,0.0,2022
-110.341,49.458,LODGE CREEK,3023900,AB,-8.0,0.0,,7.7,0.0,-35.6,0.0,,,,7.0,1.0,,,2.0,,,,807.4,0.0,2022
-112.675,51.66,MORRIN AGDM,3024668,AB,-10.6,0.0,,6.4,0.0,-32.7,0.0,,,,4.0,18.0,,,1.0,,,,887.9,0.0,2022
-114.085,51.759,OLDS AGDM,3024925,AB,-7.9,0.0,,8.6,0.0,-35.6,0.0,,,,2.1,2.0,,,0.0,,,,802.1,0.0,2022
-110.35,51.383,OYEN AGDM,3024965,AB,-11.0,0.0,,5.8,0.0,-37.0,0.0,,,,6.0,0.0,,0.0,1.0,,,,900.5,0.0,2022
-111.621,50.74,PATRICIA AGCM,3025013,AB,-8.0,0.0,,9.6,0.0,-35.1,0.0,,,,2.0,2.0,,,0.0,,,,804.7,0.0,2022
-111.705,51.125,POLLOCKVILLE AGDM,3025243,AB,-11.1,0.0,,6.3,0.0,-36.8,0.0,,,,0.8,0.0,,,0.0,,,,902.4,0.0,2022
-113.6,52.433,PRENTISS,3025297,AB,-7.7,2.0,,7.1,2.0,-30.4,2.0,,,,5.3,3.0,,,1.0,,,,746.7,0.0,2022
-113.894,52.182,RED DEER REGIONAL A,3025484,AB,-10.1,0.0,,7.8,0.0,-33.7,0.0,,,,1.7,1.0,,,0.0,,,,872.0,0.0,2022
-113.62,53.692,ST. ALBERT RESEARCH STATION,3025750,AB,-10.8,0.0,,5.9,0.0,-36.0,0.0,,,,41.4,0.0,,,6.0,,,,892.0,0.0,2022
-110.091,50.307,SCHULER AGDM,3025768,AB,-9.2,0.0,,6.3,0.0,-36.0,0.0,,,,4.9,19.0,,,2.0,,,,842.1,0.0,2022
-111.646,51.463,SHEERNESS AGCM,3025890,AB,-10.1,0.0,,8.0,0.0,-33.2,0.0,,,,2.1,1.0,,,0.0,,,,872.5,0.0,2022
-111.388,51.301,SUNNYNOOK AGCM,3026264,AB,-11.8,0.0,,7.6,0.0,-39.8,0.0,,,,3.5,3.0,,,1.0,,,,922.4,0.0,2022
-113.206,51.768,THREE HILLS,3026479,AB,-10.2,0.0,,7.4,0.0,-35.1,0.0,,,,1.8,1.0,,,0.0,,,,874.0,0.0,2022
-111.955,50.895,VERGER,3026800,AB,-9.4,0.0,,8.7,0.0,-36.7,0.0,,,,3.3,9.0,,,1.0,,,,849.3,0.0,2022
-114.683,51.778,SUNDRE A,3026KNQ,AB,-8.5,0.0,,12.1,0.0,-37.7,0.0,,,,13.1,0.0,,15.0,5.0,,,,820.2,0.0,2022
-113.591,51.936,WIMBORNE AGCM,3027582,AB,-8.9,0.0,,8.7,0.0,-34.0,0.0,,,,2.9,2.0,,,0.0,,,,835.0,0.0,2022
-113.434,49.528,ARDENVILLE,3030200,AB,-3.8,0.0,,11.5,0.0,-31.2,0.0,,,,11.9,1.0,,,3.0,,,,674.9,0.0,2022
-114.013,50.512,AZURE,3030450,AB,-5.1,0.0,,13.3,0.0,-33.7,0.0,,,,2.3,7.0,,,1.0,,,,715.7,0.0,2022
-112.3,49.8,BARNWELL AGDM,3030525,AB,-4.7,0.0,,14.7,0.0,-33.2,0.0,,,,1.4,0.0,,,0.0,,,,702.5,0.0,2022
-113.224,50.026,BARONS AGCM,3030529,AB,-5.3,0.0,,12.4,0.0,-35.1,0.0,,,,5.4,3.0,,,2.0,,,,721.2,0.0,2022
-112.465,50.893,BASSANO AGCM,3030540,AB,-8.8,0.0,,8.6,0.0,-35.4,0.0,,,,0.9,0.0,,,0.0,,,,830.7,0.0,2022
-114.152,50.707,BLACK DIAMOND,3030680,AB,-7.2,0.0,,10.5,0.0,-35.1,0.0,,,,3.9,2.0,,,2.0,,,,781.3,0.0,2022
-113.64,50.546,BLACKIE AGCM,3030690,AB,-7.0,0.0,,11.5,0.0,-37.2,0.0,,,,2.2,14.0,,,0.0,,,,775.9,0.0,2022
-113.05,49.567,BLOOD TRIBE AGDM,3030720,AB,-4.1,0.0,,13.4,0.0,-30.2,0.0,,,,2.2,5.0,,,1.0,,,,685.1,0.0,2022
-111.45,49.734,BOW ISLAND,3030768,AB,-5.0,0.0,,13.5,0.0,-31.2,0.0,,,,4.3,0.0,,,2.0,,,,711.8,0.0,2022
-111.366,49.868,BOW ISLAND IRRIGATION AGDM,3030772,AB,-4.9,0.0,,13.4,0.0,-30.4,0.0,,,,8.0,2.0,,,3.0,,,,708.5,0.0,2022
-113.817,49.617,BROCKET AGDM,3030830,AB,-4.2,0.0,,11.9,0.0,-32.4,0.0,,,,0.0,30.0,,,0.0,,,,686.7,0.0,2022
-110.484,50.339,BULL SPRINGS AGCM,3030879,AB,-8.3,0.0,,9.7,0.0,-35.2,0.0,,,,6.1,2.0,,,3.0,,,,815.2,0.0,2022
-111.849,50.555,BROOKS,3030QLP,AB,-7.4,0.0,,12.3,0.0,-33.9,0.0,,,,0.6,0.0,,,0.0,,,,786.6,0.0,2022
-114.013,51.123,CALGARY INTL A,3031092,AB,-5.2,0.0,,13.9,0.0,-29.7,0.0,3.7,0.0,,3.4,0.0,,0.0,1.0,,,,719.8,0.0,2022
-114.0,51.109,CALGARY INT'L CS,3031094,AB,-5.7,0.0,,12.8,0.0,-30.3,0.0,,,,1.1,0.0,,0.0,0.0,,,,733.9,0.0,2022
-114.371,51.105,CALGARY SPRINGBANK A,3031109,AB,-6.5,0.0,,12.2,0.0,-33.8,0.0,,,,4.6,0.0,,,1.0,,,,758.1,0.0,2022
-113.286,49.201,CARDSTON,3031322,AB,-3.3,0.0,,12.0,0.0,-30.5,0.0,,,,18.9,0.0,,,5.0,,,,660.0,0.0,2022
-113.376,49.001,CARWAY,3031402,AB,-4.0,0.0,,9.5,0.0,-32.9,0.0,,,,24.8,0.0,,4.0,6.0,,,,681.7,0.0,2022
-113.35,50.282,CHAMPION AGDM,3031480,AB,-6.4,0.0,,11.4,0.0,-33.1,0.0,,,,2.5,1.0,,,0.0,,,,757.2,0.0,2022
-113.639,50.004,CLARESHOLM,3031640,AB,-4.4,0.0,,14.8,0.0,-36.5,0.0,,,,10.1,1.0,,0.0,4.0,,,,695.4,0.0,2022
-114.222,51.076,COP UPPER,3031875,AB,-4.9,0.0,,10.9,0.0,-29.6,0.0,,,,3.4,0.0,,,1.0,,,,710.8,0.0,2022
-112.433,50.183,ENCHANT AGDM,3032422,AB,-5.8,0.0,,13.7,0.0,-33.3,0.0,,,,3.1,0.0,,,1.0,,,,737.2,0.0,2022
-112.033,49.8,FINCASTLE AGDM,3032550,AB,-4.5,0.0,,14.8,0.0,-31.1,0.0,,,,4.4,2.0,,,1.0,,,,698.5,0.0,2022
-111.486,49.483,FOREMOST AGDM,3032642,AB,-4.8,0.0,,12.8,0.0,-33.6,0.0,,,,3.7,2.0,,,1.0,,,,706.8,0.0,2022
-113.379,49.786,FORT MACLEOD AGCM,3032683,AB,-3.7,0.0,,13.9,0.0,-31.4,0.0,,,,5.4,4.0,,,2.0,,,,671.9,0.0,2022
-112.941,50.934,GLEICHEN AGCM,3032801,AB,-7.9,0.0,,9.5,0.0,-32.9,0.0,,,,2.5,2.0,,,0.0,,,,804.0,0.0,2022
-111.733,49.874,GRASSY LAKE,3032927,AB,-4.8,0.0,,14.4,0.0,-30.5,0.0,,,,4.0,1.0,,,2.0,,,,707.7,0.0,2022
-112.733,49.9,IRON SPRINGS AGDM,3033498,AB,-4.4,0.0,,14.4,0.0,-31.7,0.0,,,,4.9,3.0,,,3.0,,,,694.8,0.0,2022
-114.292,50.869,PRIDDIS OBSERVATORY,3033505,AB,-3.4,2.0,,12.0,2.0,-27.5,2.0,,,,12.2,2.0,,,7.0,,,,620.9,0.0,2022
-110.261,49.989,IRVINE AGCM,3033550,AB,-7.1,0.0,,11.3,0.0,-33.2,0.0,,,,8.5,1.0,,,2.0,,,,777.7,0.0,2022
-113.631,51.191,KEOMA AGCM,3033620,AB,-7.5,0.0,,11.3,0.0,-34.8,0.0,,,,3.3,7.0,,,0.0,,,,789.9,0.0,2022
-112.299,50.6,LATHOM AGCM,3033770,AB,-7.3,0.0,,12.2,0.0,-34.2,0.0,,,,1.3,4.0,,,0.0,,,,783.1,0.0,2022
-112.799,49.63,LETHBRIDGE,3033875,AB,-4.3,0.0,,14.1,0.0,-32.8,0.0,,,,2.3,0.0,,,1.0,,,,691.3,0.0,2022
-112.763,49.647,LETHBRIDGE AGTECH AGCM,3033877,AB,-4.0,0.0,,14.1,0.0,-32.2,0.0,,,,5.5,4.0,,,2.0,,,,681.3,0.0,2022
-112.768,49.695,LETHBRIDGE CDA,3033890,AB,-3.0,1.0,,14.1,1.0,-30.7,1.0,,,,,,,,,,,,630.0,0.0,2022
-112.783,49.7,LETHBRIDGE CDA 2,3033892,AB,,,,,,,,9.4,1.0,,6.0,1.0,,0.0,2.0,,,,,,2022
-112.75,49.683,LETHBRIDGE DEMO FARM AGDM,3033897,AB,-3.8,0.0,,13.7,0.0,-31.1,0.0,,,,4.2,2.0,,,2.0,,,,676.1,0.0,2022
-110.721,50.019,MEDICINE HAT,3034479,AB,-6.7,0.0,,10.5,0.0,-32.2,0.0,,,,2.7,0.0,,,1.0,,,,764.9,0.0,2022
-110.717,50.025,MEDICINE HAT RCS,3034485,AB,-6.6,0.0,,10.3,0.0,-32.5,0.0,,,,4.9,0.0,,,1.0,,,,761.9,0.0,2022
-113.349,50.673,MOSSLEIGH AGCM,3034577,AB,-7.2,0.0,,10.9,0.0,-35.4,0.0,,,,1.7,2.0,,,0.0,,,,780.9,0.0,2022
-114.099,51.369,NIER AGDM,3034795,AB,-6.2,0.0,,10.0,0.0,-33.1,0.0,,,,2.0,2.0,,,0.0,,,,750.3,0.0,2022
-113.997,49.521,PINCHER CREEK,3035198,AB,-4.6,0.0,,10.3,0.0,-34.2,0.0,,,,5.5,1.0,,,2.0,,,,699.8,0.0,2022
-114.005,49.522,PINCHER CREEK CLIMATE,3035208,AB,-4.5,0.0,,10.3,0.0,-34.1,0.0,,,,39.8,0.0,,0.0,12.0,,,,696.9,0.0,2022
-112.983,50.606,QUEENSTOWN,3035340,AB,-6.2,0.0,1.3,12.0,0.0,-33.5,0.0,3.0,0.0,21.0,3.0,0.0,21.0,0.0,3.0,,,,748.9,0.0,2022
-112.803,50.598,QUEENSTOWN,3035342,AB,-5.2,2.0,,10.9,2.0,-31.8,2.0,,,,4.3,2.0,,,2.0,,,,671.8,0.0,2022
-112.117,50.367,RAINIER AGCM,3035355,AB,-6.6,0.0,,12.4,0.0,-32.8,0.0,,,,1.7,1.0,,,0.0,,,,762.6,0.0,2022
-111.213,50.099,RALSTON AGCM,3035362,AB,-6.7,0.0,,13.6,0.0,-32.8,0.0,,,,3.5,3.0,,,1.0,,,,764.5,0.0,2022
-112.683,49.483,RAYMOND AGDM,3035422,AB,-3.8,0.0,,14.4,0.0,-32.0,0.0,,,,6.0,5.0,,,1.0,,,,675.1,0.0,2022
-111.701,50.265,ROLLING HILLS AGCM,3035530,AB,-6.8,0.0,,12.3,0.0,-34.5,0.0,,,,1.4,0.0,,,0.0,,,,769.1,0.0,2022
-112.05,50.833,ROSEMARY AGDM,3035650,AB,-9.4,0.0,,8.3,0.0,-37.0,0.0,,,,3.0,4.0,,,0.0,,,,850.3,0.0,2022
-110.917,49.917,SEVEN PERSONS AGDM,3035845,AB,-6.5,0.0,,11.9,0.0,-31.9,0.0,,,,4.5,1.0,,,2.0,,,,758.3,0.0,2022
-110.215,50.732,SOCIAL PLAINS AGCM,3036040,AB,-9.9,0.0,,6.3,0.0,-37.0,0.0,,,,4.2,2.0,,,1.0,,,,863.8,0.0,2022
-112.982,51.228,STANDARD AGCM,3036086,AB,-7.6,0.0,,9.9,0.0,-32.7,0.0,,,,2.3,11.0,,,1.0,,,,794.1,0.0,2022
-113.883,50.183,STAVELY AAFC,3036099,AB,-3.6,1.0,,12.7,1.0,-29.7,1.0,,,,11.3,1.0,,,4.0,,,,646.9,0.0,2022
-113.283,51.033,STRATHMORE AGDM,3036205,AB,-7.1,0.0,,10.9,0.0,-31.6,0.0,,,,3.3,20.0,,,0.0,,,,779.0,0.0,2022
-112.124,49.792,TABER,3036360,AB,-1.7,18.0,,14.0,13.0,-34.0,14.0,14.0,13.0,,14.0,13.0,,0.0,6.0,,,,256.3,0.0,2022
-111.321,50.456,TIDE LAKE AGCM,3036485,AB,-7.8,0.0,,9.8,0.0,-34.5,0.0,,,,2.8,0.0,,,0.0,,,,798.4,0.0,2022
-112.863,50.304,TRAVERS AGCM,3036500,AB,-11.3,2.0,,9.4,2.0,-34.0,2.0,,,,19.9,5.0,,,5.0,,,,850.8,0.0,2022
-112.133,50.05,VAUXHALL CDA CS,3036682,AB,-4.9,1.0,,15.1,1.0,-31.1,1.0,,,,,,,,,,,,685.6,0.0,2022
-112.117,49.5,WRENTHAM AGDM,3037675,AB,-4.5,0.0,,13.7,0.0,-32.9,0.0,,,,3.7,0.0,,0.0,1.0,,,,698.9,0.0,2022
-113.961,50.729,OKOTOKS,303M9JM,AB,-5.9,0.0,2.2,14.5,0.0,-33.0,0.0,2.4,0.0,17.0,2.4,0.0,16.0,0.0,1.0,,,,739.6,0.0,2022
-112.788,49.871,PICTURE BUTTE WEST,303N1G3,AB,-1.6,7.0,,14.0,6.0,-32.5,7.0,7.0,6.0,,7.8,6.0,,1.0,4.0,,,,471.2,0.0,2022
-112.817,49.05,DEL BONITA AGDM,3042045,AB,-5.2,0.0,,10.6,0.0,-29.7,0.0,,,,9.0,1.0,,,2.0,,,,720.2,0.0,2022
-110.678,49.364,MANYBERRIES AGCM,3044203,AB,-7.9,0.0,,9.4,0.0,-35.1,0.0,,,,4.8,0.0,,,2.0,,,,801.6,0.0,2022
-111.652,49.137,MASINASIN AGDM,3044232,AB,-4.9,3.0,,12.6,3.0,-33.2,3.0,,,,8.5,6.0,,0.0,4.0,,,,640.5,0.0,2022
-112.05,49.133,MILK RIVER,3044533,AB,-4.7,0.0,,13.2,0.0,-32.9,0.0,,,,,,,0.0,,,,,702.4,0.0,2022
-110.467,49.117,ONEFOUR CDA,3044923,AB,-6.7,0.0,,13.4,0.0,-32.9,0.0,,,,3.4,2.0,,,2.0,,,,765.6,0.0,2022
-111.126,49.225,PAKOWKI LAKE AGCM,3045000,AB,-5.2,0.0,,12.2,0.0,-32.3,0.0,,,,3.5,3.0,,,0.0,,,,720.1,0.0,2022
-111.025,49.029,PINHORN AGCM,3045100,AB,-4.2,0.0,,12.8,0.0,-31.5,0.0,,,,5.6,1.0,,,0.0,,,,687.0,0.0,2022
-112.16,49.283,WARNER AGCM,3046951,AB,-3.6,0.0,,13.5,0.0,-31.0,0.0,,,,6.0,0.0,,,2.0,,,,668.4,0.0,2022
-115.552,51.193,BANFF CS,3050519,AB,-7.5,0.0,,7.4,0.0,-33.9,0.0,,,,25.1,0.0,,34.0,8.0,,,,789.8,0.0,2022
-114.175,49.468,BEAVER MINES,3050602,AB,-3.8,0.0,,9.4,0.0,-35.8,0.0,,,,20.7,0.0,,2.0,5.0,,,,676.6,0.0,2022
-115.067,51.083,BOW VALLEY,3050778,AB,-2.5,16.0,,9.6,16.0,-29.6,16.0,,,,12.5,16.0,,,2.0,,,,306.8,0.0,2022
-114.482,49.628,CROWSNEST,3051R4R,AB,-5.5,0.0,,8.8,0.0,-34.9,0.0,,,,0.0,28.0,,,0.0,,,,727.9,0.0,2022
-118.03,52.926,JASPER WARDEN,3053536,AB,-7.9,0.0,,8.4,0.0,-36.2,0.0,,,,27.3,0.0,,51.0,10.0,,,,802.2,0.0,2022
-115.035,51.028,KANANASKIS,3053600,AB,-4.1,0.0,2.0,11.5,0.0,-35.0,0.0,51.0,0.0,232.0,43.4,0.0,205.0,0.0,3.0,,,,683.8,0.0,2022
-116.04,52.492,NORDEGG CS,3054843,AB,-6.6,0.0,,10.8,0.0,-37.0,0.0,,,,10.8,0.0,,31.0,3.0,,,,763.3,0.0,2022
-114.416,50.368,PEKISKO,3055119,AB,-3.7,11.0,,8.2,11.0,-30.9,11.0,,,,22.3,11.0,,41.0,3.0,,,,433.8,0.0,2022
-113.809,49.131,WATERTON PARK GATE,3056214,AB,-3.3,0.0,,11.4,0.0,-35.5,0.0,,,,,,,,,,,,661.5,0.0,2022
-115.787,54.144,WHITECOURT A,3057376,AB,-10.4,0.0,,8.6,0.0,-32.6,0.0,,,,,,,,,,,,881.0,0.0,2022
-115.19,50.943,NAKISKA RIDGETOP,305MGFF,AB,-15.9,23.0,,-6.6,23.0,-29.8,23.0,,,,,,,,,,,,271.2,0.0,2022
-113.382,54.635,ATHABASCA AGCM,3060330,AB,-11.6,0.0,,7.9,0.0,-37.5,0.0,,,,22.7,21.0,,,5.0,,,,918.7,0.0,2022
-112.825,54.782,ATMORE AGDM,3060406,AB,-14.1,0.0,,6.2,0.0,-42.7,0.0,,,,32.2,0.0,,56.0,12.0,,,,995.2,0.0,2022
-114.448,54.095,BARRHEAD CS,3060535,AB,-11.3,0.0,,8.6,0.0,-39.2,0.0,,,,26.8,0.0,,37.0,9.0,,,,907.4,0.0,2022
-117.867,53.35,BRULE BLACK CAT,3060903,AB,-4.8,11.0,5.4,13.5,8.0,-35.0,7.0,14.2,4.0,,15.8,4.0,,16.0,7.0,,,,456.7,0.0,2022
-114.678,54.131,CAMPSIE AUTO,3061201,AB,-11.7,0.0,,10.0,0.0,-39.2,0.0,,,,30.0,0.0,,30.0,5.0,,,,919.2,0.0,2022
-115.894,53.623,CARROT CREEK,3061350,AB,-9.4,0.0,,10.5,0.0,-38.8,0.0,,,,19.4,3.0,,,6.0,,,,850.8,0.0,2022
-116.465,53.579,EDSON,3062239,AB,-9.0,0.0,,11.4,0.0,-36.2,0.0,,,,16.8,0.0,,,5.0,,,,836.5,0.0,2022
-116.453,53.58,EDSON CLIMATE,3062246,AB,-8.9,0.0,,11.1,0.0,-36.2,0.0,,,,25.0,1.0,,40.0,6.0,,,,832.6,0.0,2022
